# All selected users with their review requirements (ADJUSTED TO 30K)
# Format: USER_ID\tCATEGORIES (category:reviews, ...)
======================================================================
AE22CFXT3QZKUQJORVTGL3VQXAAA	Clothing_Shoes_and_Jewelry:1, Video_Games:2
AF25P5L44LU2SS7O2JWKZU4BFPMA	Clothing_Shoes_and_Jewelry:1, Software:1
AF2664LTVWCRQW7URHLCTS4TQVHQ	Clothing_Shoes_and_Jewelry:1, Software:3
AF26KU6MCG7CIMTYCLI532Z2D3BA	Video_Games:1
AF26L352I2BFGSATEJVUUB72L7XA	Clothing_Shoes_and_Jewelry:1, Software:1
AF26STNCVKRS52OQ2L3AZ55MEIUQ	Clothing_Shoes_and_Jewelry:1, Software:3
AF27AFGEA5ED3CMEEI3NUJF2KVKA	Clothing_Shoes_and_Jewelry:1, Software:1
AF27MCUSN62O2EYKQUOCGU2QYX2Q	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AF27VBH2NF4EK5MMAYSPHUZBPMBA	Clothing_Shoes_and_Jewelry:2, Software:3
AF27W4R5MFVLOEQ5FA6MUBKTKMMA	Video_Games:1, Software:1
AF2ACCKOTUKHIGCZHGHSZXMJDTKQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF2AHTQ2OLVYPDDFDSY6ZMGRDVRQ	Appliances:15
AF2BCL7IKJEYXB2UVLP5WWSDSHIQ	Digital_Music:4
AF2BKDDY6XIYUWDMIWZ4U25I4EIA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2BLE54TEMGZ546U763ZHZRXC4A	All_Beauty:11, Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:5
AF2BNFBK6O3EHBQ5AYLE22MJMIUQ	Appliances:13
AF2BPK7SGXTQLWZMMNHQNAZX7PWA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2CUUNSFM2LI4EXXSPYJ4CGA6BQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF2EEM7A7VS6ODAVUK3UHOX76R7A	Clothing_Shoes_and_Jewelry:1, Software:1
AF2ET5IYJC7CRG5ODRB23MIQMOMQ	Video_Games:1
AF2F5C7Z2IXYERYYXY3I5EN56BJQ	Video_Games:1
AF2FVSZLTEE6TNELRR3EHA2CMADQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF2G7EO5HZKJWYWZNDU3R2SHYHQQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2GITXLXFV6GQQVWASFQSRWGN4A	Video_Games:2, Software:4
AF2IVX42BCB4UEQVWVL5ULJAHIBQ	Appliances:15
AF2J3ROB3V4X4HGSOGC7GLCXTE4A	Clothing_Shoes_and_Jewelry:1, Software:1
AF2JZITKEEPJAV7ZCULKXGADFZGA	Clothing_Shoes_and_Jewelry:1, Appliances:6
AF2K3TFOTCA3APJDUOHWQX6BDTUA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AF2K4HD7OJTUBNI5D7U6JBGXWBGQ	Video_Games:1
AF2K5EJ7R34MD3THHOQCHGOWP5XQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF2K74MZF7RHZBIDMZWX7MIJH25A	Clothing_Shoes_and_Jewelry:1, Software:1
AF2LG3Z3SIRSSM7OS2DVYUITPWPQ	Video_Games:1, Software:1
AF2MHDHHW7KI5AHZYIKVHTXGWXKQ	Clothing_Shoes_and_Jewelry:2, Video_Games:4
AF2MIZX3HPSPBQPHK2KUNF3USH4A	Clothing_Shoes_and_Jewelry:3, Video_Games:4, Software:1
AF2MPBKHZZ2FJ4I2ZOIWTSXBZLVQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF2MVA5AMFLU4NR4MM6OEYEFCSZA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2N266E2IHFEGU52LBRRW2CXGRQ	Video_Games:1, Software:1
AF2NKA6B7DVUFW6WQ7GHQP53DQFQ	Clothing_Shoes_and_Jewelry:2, Video_Games:3
AF2NYPRDFPZJ4TXNYRRJMV6RAVRA	Clothing_Shoes_and_Jewelry:1, Software:1
AF2O6HPIVR63VDN2QDXJZXYJKTLA	Clothing_Shoes_and_Jewelry:1, Software:1
AF2OBB2QYADV4PSMGP4SHT7S4UJA	Clothing_Shoes_and_Jewelry:1, Software:1, Appliances:6
AF2Q6M43HJBHBMP6NGK5VPP3L4HQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2QIOAXOIQ5VBU6OMIVHNV3NCGA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2QM5NTJ52WVY7GOGHVQJNU5IMA	Digital_Music:4
AF2REXO5YWRVOJ35BGHQJZKY6AOQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AF2REXROLGS6LTIBCHKNPGND2X3Q	Clothing_Shoes_and_Jewelry:2, Video_Games:4
AF2RIYXVBRNYZ74LEM67XL4EVFEQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF2RP2ZUCI67FREHVTSINA7Q4SGA	Clothing_Shoes_and_Jewelry:4, Software:1
AF2RWUHNSVTHNBRI2UEE7PBQXJMQ	Clothing_Shoes_and_Jewelry:3, Video_Games:3
AF2S3FZP47TU7EEO73C26FBGGEDA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2SPALGHHRHYKRD4NFZGADIKPJA	Clothing_Shoes_and_Jewelry:1, Software:1
AF2TV3KZUDWFG2SHSNRONH73ZFCA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2UDCHI3XYXQADBUUYVFO72V5PA	Clothing_Shoes_and_Jewelry:1, Software:1
AF2UFHRQ2GYPKNNQMH7OURWCMGLA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2USN7KAUZ4SZLU4BG6MMQTW4XQ	Digital_Music:4
AF2V2VLKXGI37UMIR2QBOYPY45PA	Clothing_Shoes_and_Jewelry:2, Software:3
AF2V42PTKRGOLLCJ6ICQ4A3Z7UMQ	Clothing_Shoes_and_Jewelry:2, Video_Games:2
AF2VDFQIT6RHNSGSZOCSNMPI2FBQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF2VTXDUCFEJ7OZ67XJLVR2DMX5A	Video_Games:1
AF2WVWWVW65D6MMTIHRS2RU2X3AQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF2XARW4CHB6BFTOMQOOH2RG32EA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2XHNAW6F6YO5QAUMWKQHMZHL6A	Clothing_Shoes_and_Jewelry:4, Video_Games:4
AF2XHZ7Q7LULGGRA3WRZL77EWBTA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2Y22YDOVNM6JQM2YWVFJPNUPOA	Clothing_Shoes_and_Jewelry:1, Software:1
AF2Y5LPIWIP3WXHG2DCFL4J4RRLA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF2YKZQRMRGJ655I3MKQUYFGRQGA	All_Beauty:11, Clothing_Shoes_and_Jewelry:1
AF2Z667TEVYMHVAONOW5CJISWMIA	Clothing_Shoes_and_Jewelry:1, Software:1
AF325RDPLJEG2PIEFDK5RQAF6SFQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF32DMJCUL47C6GNR5IA5MCSZBCQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF32WUB5BGQFWM6MC5255ALTKC5Q	Clothing_Shoes_and_Jewelry:1, Software:1
AF33E5OTOTRCNOYVL6KBB4QEDI7Q	Clothing_Shoes_and_Jewelry:1, Software:1
AF33NPUG2TSLXBP3Q4XJDMBX273Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF33RHAYMNGTS2A5RGNYZFZJDYQQ	Clothing_Shoes_and_Jewelry:3, Video_Games:1
AF33USXNL2YYKUAAMDMVV3JHVUZQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF34HOOWBB3QYW3OQRNPEGBAKGSA	Clothing_Shoes_and_Jewelry:2, Appliances:2
AF353SJNRO6LMNRGRQ4GGJPBZKHA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF355F3P4WWFCZXSN6MCUOWXHF7Q	Clothing_Shoes_and_Jewelry:1, Software:1
AF35YFJLCL3K5UYIC2SWAQLS33TQ	Video_Games:1
AF363LPRJSMSTKKCVOHJUEHMJOTQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF36MMUA3RPH4XMIANWGGRRNYVUA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF36VENBHOWRNMAIPZE46MKT6QQQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3AA6CZ56IBCPFXNGNSXPIH3H6A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3AKPV2QXSIDYUL2HDSOSEANQXQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3ASK3WBS4PS7RXLYKYIHBCBTAA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AF3BPF3JFMVHSY3QDOA7RUTPJNOA	Clothing_Shoes_and_Jewelry:1, Software:3
AF3C7F6ZWRE3XGUWBIBZIIJSYI5Q	Clothing_Shoes_and_Jewelry:1, Software:1
AF3CLGZXOCIVOEYYKMXJUMHIQC2A	Appliances:10
AF3CXF2Y6U3XWQVYKLTRN7ZS6YMA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3CZELWMSJARPI3TNMMHFJX2R7A	Digital_Music:4
AF3D7CCQ4I2H4SPYFBKBVYNRFBHQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3DH4S4HIU7O4MJ7EBUQAL6NZZQ	Clothing_Shoes_and_Jewelry:3, Video_Games:2
AF3E2BAA73PGFHV4RHP57SELR3IA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3E4JHF56ZOFRWURCFGOKMKNZJA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3E7PNPKLCRES53KXYI5R7FNXSQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3EFLN6DVTBXPVVJOF3G3R6UDOA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3EMSONEG6B2K7E6DVLUONV774Q	Video_Games:1, Software:1
AF3FLXIZVE2PYMJDAWEQPS425BUQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3FQYRXZSWY6CPC3FBQLKL5PG3A	Clothing_Shoes_and_Jewelry:2, Software:1
AF3FRT5TPHJ3MA2IRQ5G7CQF6RYA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3FZBGBUHJFOZPROV6VRHOA2BLQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3G5ALKPDJKTQZAONZLGXRJ6XNQ	Clothing_Shoes_and_Jewelry:1, Software:2
AF3GC33CZSZEB26O76HOTG3LE2WQ	Digital_Music:4
AF3GFAISVAYDXSXYVD5Q46SZVUJA	Clothing_Shoes_and_Jewelry:2, Software:2
AF3H7FKK2ASMIRELUON743NEYB5A	Clothing_Shoes_and_Jewelry:1, Software:1
AF3HITTJPU4WNLGLB25PVWQIZOQA	Software:1
AF3HIUTHIH7IQW3PBGUFPAH4WGKA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3HJFGUB4TLD2V4UH7OR6IBM6JA	Clothing_Shoes_and_Jewelry:2, Video_Games:3
AF3HLR27KJ2QRK7KFGLZGXGBUGYQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3HPF5WQCTM6CMW6RDZR2CLU2BQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3HPUVSH7RZY4BZHAE35NEMU6DQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3HR4JQS3KFRLOIIOGOMWIVCHBQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3HZKDDT3XQTCSN2GZWXKR2ZZDQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3IEBH5ARMPBOVEX7VFANWDYSBQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3IEZ4D77VYJAQBPXB5DCUN7S4A	Clothing_Shoes_and_Jewelry:1, Software:1
AF3IML6WXQJTV4TVK2ZCS45K6XVQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3ISUIHJHXJDOVL6KN7KX5EX4GQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3IX2CD547CGU5NBTMAVUYSLWEA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3J3SGVGE5OKFPEDQMQ5EVIKJMA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3JBN6C2I5MBCB6DLPRTVI656QQ	Software:1
AF3JDPXWBKQU7YH5CMYRVMYWOXHQ	Appliances:1
AF3K7ZPQO5YXEVMG2AUS2D7D2OIQ	Clothing_Shoes_and_Jewelry:4, Software:2
AF3KACIFO6YM3LJI2DPA6T4OTBFQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3KCNTJZ3GJSKYOZ2SK7WRZZIHQ	Clothing_Shoes_and_Jewelry:2, Software:4
AF3KI4AF7KNS42BMB5MHWVMHEBXA	Clothing_Shoes_and_Jewelry:1, Software:2
AF3KK6JYBVGTFZMQW43VAS7RTNUA	Clothing_Shoes_and_Jewelry:1, Appliances:5
AF3LSJZUFYFNFDWI6ER5KCKIJVHQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3LV6VQ6Q3S4QS36D35UHDPS7YQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3LX6KHLLVMTDBBU4LUCQW7SGZQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3LXMVJC7GAIHQXE66E77KJIUGA	Video_Games:1
AF3M2O4UMMGRAYMSYFIREBS63WOA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3MCAJ7TO2FUABTYMUXSITRTSVQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3MCUZSVFXTMBATTQL2L7UGDVNA	Clothing_Shoes_and_Jewelry:1, Software:4
AF3MI5FG7D5UDP4BQEDXYE7KTVWA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3MMD335MQHQVMXRI7YL77IQIMQ	Digital_Music:4, Video_Games:1
AF3MPTKG67SS2EDFFI4VZMQX24HQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3NN5HQPLNDQXMHUWK3Z3QL6CAA	Clothing_Shoes_and_Jewelry:4, Software:1
AF3ODW6NCKEVVTGZNFS6FUQYSGTQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3OM2FD53RQ6VGVWCMHMDBSSW7A	Clothing_Shoes_and_Jewelry:1, Software:1
AF3OOOYG7DYRSI6CCETLJPJE45OQ	Appliances:11
AF3OQORYYGH5WC6U6WSEXKABDVPQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3OWPUMBCPUFZE3ICY25MOCL2BA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3PVF5KQES4KEDDBLQEYLEHE2WA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3PXBMVEHDDXXEZJWEF66WVQO2A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3QE7BSNR3UETSNVLRZHGQC76IQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3QOVM6BH5INHNHQBPVUEWTKCPQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3RXYLQCTMRWSGTOTNL7MAWMF3A	Digital_Music:4, Video_Games:1
AF3T3YI4DGABBU3CNRW2UASWCOMA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3T6C7WQOY7CS7N6BUQEELRY2LQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3T75M7AKMU5PYNW6XD6EJDPXOQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3TC4CU7SZPA6YQAG3L4GXPO76Q	Clothing_Shoes_and_Jewelry:1, Software:1
AF3TFFTDHDYEMKJ5DE2YVJVZ7REQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3TRDLTEYAK3VP2CIUCJZCVGYFQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3TSDF4K4I54N7RGKADC4CBQCHQ	Digital_Music:4, Video_Games:1
AF3TWACUZL2QV63ZKJX47U3YAKPA	Clothing_Shoes_and_Jewelry:1, Software:2
AF3TXF6LX66NNWCU6UQQKAWOBTBA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3UWCVBYLRC7X4OXRAQUI42PFAQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3V5BA4FQ6S22IBRNJ4MWJ5BR3A	Clothing_Shoes_and_Jewelry:1, Software:1
AF3VPCFJ2IIPCSYO73JDEMXVFFFQ	Clothing_Shoes_and_Jewelry:4, Video_Games:3
AF3VUOCRFHRHKCWOVNYIJ4PNS3ZA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3WI6GREV6F6NXALQWIJG33RWIA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3WXM7KCZUJTFP33YUZ57HCSNEA	Clothing_Shoes_and_Jewelry:1, Software:1
AF3WXX4JC7TE26467IR6JF5VGQNQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF3WZTAMIKXWKXMGH56PMT2VL5ZA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3XMQ6HR7KFGRNQW2C32PJZ4M3A	Clothing_Shoes_and_Jewelry:1, Software:1
AF3Y554H4QJCEUPEKF2JQKXIZI4Q	Clothing_Shoes_and_Jewelry:3, Video_Games:2
AF3YICXDYRHYJZ4SVS5Q3SC2XCZQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF3ZKBNZ2ZVH7CN7VP6Q5D3MU3QA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AF3ZUHGWVUEAYH3CWQ5YEAAGWPCA	Clothing_Shoes_and_Jewelry:1, Software:1
AF426INV3VCZXZOF7IN6BRNV5ZJA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF42GY7LKIONMKDILDJJTDOZOMUQ	Software:1
AF42I4ERCBTGOVGQZS2HVNAUV6EA	Clothing_Shoes_and_Jewelry:1, Software:1
AF42RRBILWQ7UJZ5ERA6ZQM4H33Q	Software:4, Appliances:3
AF43L3OJ5J4EPZVCFE6JEJ7ZEONQ	Clothing_Shoes_and_Jewelry:2, Video_Games:4
AF43USCKZZZLTBIRV6IEUQWHA33A	Clothing_Shoes_and_Jewelry:2, Video_Games:4
AF44C45YBDABDZ46JKPHDSD5Y6QA	Appliances:14
AF44HRKYFNN6EPZ3OU7JJLPXBD7A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF44MXWDMHUV7XN44CVTCMBTXFIQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF44UTBFACM7HZJ5S4EMN4FYBQTQ	Clothing_Shoes_and_Jewelry:4, Video_Games:2
AF44YLGUKKJPAGC4PCHCVWRK3MRA	Video_Games:1, Software:1
AF453YWNMOPDI5XRRVQOIF56NM4Q	All_Beauty:11, Clothing_Shoes_and_Jewelry:1
AF4563CQVEQOFUCSS4C3QINLFAYA	Clothing_Shoes_and_Jewelry:1, Software:1
AF45ADAAITMZBULEIQBYJDKGNZLA	Clothing_Shoes_and_Jewelry:1, Software:1
AF46J3JL3GRWUEIPOSENLELFRN7A	Clothing_Shoes_and_Jewelry:3, Software:1
AF47LBTDPPNG6KD3HVUE7U4EZYGQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF47LSC3FZLMGHR2PTRFUHMOUZXA	Clothing_Shoes_and_Jewelry:1, Software:1
AF47PYWZ3LEH43KTQ4JTHCDMSAMQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4ABC4ILJRB5E25QD6TVKLADALA	Clothing_Shoes_and_Jewelry:4, Software:4
AF4AKIRHAUNFFXXF6MTZXANAJ2UA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4AKPFVPJ2ELWR46D3QZNPSEM7Q	Video_Games:1
AF4ATI5IKIOU53TOZNPW3BTBULRQ	Clothing_Shoes_and_Jewelry:4, Software:4
AF4BIBVCEHPCLWNIDQDWHWJPOSPQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4BQXQPUYXH2RK2CTJSBT3QKM4Q	Clothing_Shoes_and_Jewelry:1, Software:1
AF4D4Z7TFJZ453FF2WGA7ZJDU3PQ	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AF4DDEMD5ZPMAH2PJGWPZGZJCERQ	Clothing_Shoes_and_Jewelry:2, Software:4
AF4DEOIOSKTNGAKUKWOFPVEIKB2Q	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AF4E7EQMJC5NJI7JUIFBEFZQOGFA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4EP4SF2GSLBYV4ZOMAH2F2WCJQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4F22MS3I3GEOBW6ZXBCNMEPDMA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4GFY4YI6O3DW5PVNPBFGW35WWA	Digital_Music:4, Video_Games:1
AF4GIVJY4UK2HAGC4EEKQEFVYWXQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4GSDPHR4NRXISJ5GUNIMRCEZHQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4GW4KJBW3LAH552SANPYH3GL4A	Clothing_Shoes_and_Jewelry:3, Video_Games:3, Software:3
AF4H7SQKZSX5WKMNLVVWWWLKB5CA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4HTKXF4CTJLAVVWWDTDZDYYJ6A	Clothing_Shoes_and_Jewelry:4, Video_Games:1
AF4I3PDIXUAIUODZPGQBUPID3PDA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4I7T6UXLA66IT4ZNEG6FQ5T2EQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4IF45CBLBGQZPHMDW565URWLKQ	Clothing_Shoes_and_Jewelry:2, Software:1
AF4IPPVE3EPBKLHWBYCLVH5EEWFA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4IUH3KXZHSTBQD7CGAC6W4QUJQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4IYEZFZVY6KTVPLH24ZCRXILCQ	Clothing_Shoes_and_Jewelry:3, Video_Games:1
AF4IZJ67A4BQNQHMME4EFRFGL6XQ	Video_Games:1, Software:1
AF4JPFBJD66YC7XHQH6SSXRWKNUQ	Clothing_Shoes_and_Jewelry:3, Video_Games:1
AF4KF47ZZC3UJPZHQCGBUDZRZZDQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4KFXBWDDTMQJ5RC6EZWKHXKEJA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AF4LBY7LWAGUR7FYRU4NXIATVJ6A	Clothing_Shoes_and_Jewelry:2, Software:2
AF4LC5VVWVSFPTLFSG7JUDKRBZ5Q	Clothing_Shoes_and_Jewelry:1, Software:1
AF4LUGR7USWXXJAXVO5TWKRB2CJA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AF4LXA2DBPXGR3AHLAFOHRNDNVKA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4MP5WDUYLBA6YF7WF6LFEERKUA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AF4MRLJCTLOFITER2XP5IETUNAZA	Clothing_Shoes_and_Jewelry:1, Video_Games:3
AF4N4HCFNLPTVVXR2MKS6FXIMUUA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4NHZ7QVIWLZNHSSGTCXLNZRDAQ	Health_and_Personal_Care:5, Video_Games:1
AF4NSNABN7ZYDAJ4C22M2LT3KXZA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4OBZZOYPR2DUJMULFQLONMWN6A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4OSM5X632LKQAZ26ZLH2YDVP4Q	Clothing_Shoes_and_Jewelry:1, Software:1
AF4OWMZ2WUKSUOLALOXYOSUT7AOQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4P2GMCBPH4HDBFOCJDWRA5EVIA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4P6A3SEKS2HCISWAKFZVIFM7NQ	All_Beauty:11, Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:5
AF4Q5ZPDAPLV7FNCRCXVZER6XFIA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4QEBTOFWYWXORJH5VUELWJVZAQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4QNP7565O67RE7CFPRZBS5D6LA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4QP7XCR4266GE2OMTU3YKM6WOA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4REVPLW7JKUUJX23X343BJQJ6A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4RKQLN6OQC37E2REXZR4AF7N3A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4RLLB3RRVFO2UV6FE22MHHCIJA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4RW3CHGF3IUYH6N6N5VKKQ4QLA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4SB2PZVLAAJWQ3GF35ZIG5VSKA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4SJNSZAAEO424CQLBTBTITJGMA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4STZBN6YZERBD3DLPRWBNETJBQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4T3AQXLGSWBXPJV3RI2DBPEYUA	All_Beauty:11, Clothing_Shoes_and_Jewelry:1
AF4TSXN3IRP5TJRLQT5TYGEWTU4Q	Clothing_Shoes_and_Jewelry:3, Software:2
AF4UB2PGVLHK45WF7I6OED36OQDA	All_Beauty:11, Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:30
AF4V7DVARZGPC7YOHHEPYR54D5ZA	Clothing_Shoes_and_Jewelry:4, Software:2
AF4VHMI7DC4QIO6UZILQBFK327BA	Appliances:12
AF4WHV7AH5VHLO5IPFFFJNWPTQ2A	Clothing_Shoes_and_Jewelry:1, Software:1
AF4WLLHTQLRPEZ33OJDYG23MFLKQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF4WU736EHIXSDJOURS6XSP4BTDA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4XCHGF2AJ4S2MV22Y7KOUJFZPQ	All_Beauty:15
AF4YLH7J33TMBXZX76MSX3CODEIQ	Video_Games:1
AF4YYCQI3Q4DRLPLKQNSAK5EWVHQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF4ZAK343TLPHMXSKU5HYTSYEKAA	Clothing_Shoes_and_Jewelry:1, Software:1
AF4ZGMC2BC2RYCKUOKRZKUA7EGPQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF52JT3YJ3H3TODJPUTOK4D44D6Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF5322YFRWRHPQYJ2JWZ3TGVPIFQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF53GRM7FNMZWHEGCTDXGXYHFAJQ	Clothing_Shoes_and_Jewelry:3, Video_Games:1
AF53JJ5BCWDVSLUMVDURVCBKKZ3A	Clothing_Shoes_and_Jewelry:1, Software:1
AF55BO5CKTFGD3BZQLGEGDC4SYLQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF55EUAP2HNLCFA6DR7UC3MKLJZQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF55T74QUTN2Q5GWCFI3L4WANMXA	Clothing_Shoes_and_Jewelry:2, Video_Games:3
AF56RREMW2K2PCJRK3EXB6CERPLQ	Clothing_Shoes_and_Jewelry:1, Software:1
AF577XYAUH4Q6MHVKP47RDDSW6KQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF57F4BI6XJENO7PJVDU6BFMQXJQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AF57FQ6MQES2QEW2EW6ZFKM7J32A	Clothing_Shoes_and_Jewelry:4, Software:2
